,Type,Age,Breed1,Gender,Color1,Color2,MaturitySize,FurLength,Vaccinated,Sterilized,Health,Fee,Description,PhotoAmt,AdoptionSpeed
3633,Cat,12,British Shorthair,Female,Black,Golden,Medium,Short,Not Sure,Yes,Healthy,0,"Hi, My name is Sena. I have been fostered and I am a loving, affectionate cat. But unfortunately, I do not like other cats. I need to be rehomed as my foster has two cats already. Ideally, I need to be by myself. Have you got a loving home for me with plenty of care and attention? Please email my foster, Louise for more details- I look forward to meeting you :0) Batu Ferringi area.",2,4
3634,Dog,6,Mixed Breed,Female,Black,White,Medium,Medium,Yes,No,Healthy,0,"Yuan Yuan was left at my house compound while we were away, she is a healthy, cute and good house dog. She was previously adopted by my husband colleague, however he has to give her up due to objection from his family members. We could not keep her as we have got many dogs and we have complaints from our neighbours. We are looking for a resposible dog owner for her, as she is too cute to be caged or leashed for long hours and she likes her daily walk. Please do call me at if you are interested.",5,4
3635,Dog,96,Golden Retriever,Male,Golden,No Color,Large,Long,Yes,No,Healthy,0,He is obedient & toilet trained .,1,4
3636,Cat,3,Domestic Short Hair,Female,Brown,Golden,Medium,Medium,Not Sure,Not Sure,Healthy,0,I found this active playful kitten outside my hose and have been unable to find it's mother or original owner so I'm temporarily taking it in. I would dearly love to keep it but the problem is that I will be leaving soon on the 20th of September which is only 12 days away to study overseas so I really really need to find it a home or at least a foster family to avoid having to put it back on the streets or sending it to the SPCA where it may be put down ... PLEASE HELP I will even throw in free cat food and accessories for anyone willing to take this kitten in :),4,1
3637,Dog,17,Mixed Breed,Female,Black,Gray,Large,Medium,Yes,Yes,Healthy,0,Joos is a very dominant and outgoing dog. She is a perfect candidate for a family guarding dog because she can protect the house and her territory as she can warn owners of nearby strangers approaching. She can be very friendly if approached gently. She is very active when going out and enjoys hikes and adventurous walks. Joos has been to hikes to waterfalls and top of mountains and she responds very well to adventure in the jungle. Because of her dominant behaviour and strong character only experienced adopters will be considered as she needs a strong leader that she can rely on. Only calm and assertive adopters are recommended. I can no longer keep Joos because I have too many dogs and I cannot continue to foster her. If I am unreachable through a phone call please drop me a message on whatsapp or sms.,5,4
3638,Cat,1,Domestic Medium Hair,Male,Black,Gray,Small,Medium,No,No,Healthy,0,"RESCUED KITTY This is a stray cat. It is a marbled cat (mixed breed, maybe) found in my neighborhood area. This is not my cat, and i'm just advertising this so that an adopter may keep him. TakeNote: This cat's eyes are badly infected (Refer the pic attached). I have cleaned them once or twice, but the potential adopter must be willing to bring this kitty to the vet for consultation and health check up upon adoption. P/S: This cat is very2 thin, looking weak and malnourished since it is just a stray cat i recently found wandering in my neighborhood. I live in the students' house and my housemates are cat-intolerant, thus I can't bring them in the house neither do i have the transport and the cost to bring him to the vet. So i sincerely hope that the potential adopter can consult this cutie to the vet asap. I'm just helping him to find a better home since i'm uncapable to take him in with me. No Delivery Only for Serious Adopters :) LOCATION : Seksyen 7, Shah Alam Selangor LANDMARK : UiTM Shah Alam Opposite Hospital Shah Alam (Newly-built) IF UR INTERESTED: Kindly contact me at; -Farah (Whatsapp, Call and SMS) ***Whatsapp is more preferable. Thank You for viewing the cat's profile. ***We recommend you to consult the vet after the adoption of the cat as our cats are stray and rescued ones. *****We highly suggest the adopters to vaccinate the cats and to spay/neuter it once it reached its maturity to avoid more strays by the roadside. TQ",2,1
3639,Cat,12,Tuxedo,Male,Black,White,Small,Short,Not Sure,Not Sure,Minor Injury,0,"I found this cat while her hand was broken. So I took him to veterinary. he is getting better now. I want to ask you if you are looking for a kitty to adopt, you can keep him. He is very cute. Because I am living alone and I can't keep any pets, I am looking for someone to take care of him. You will be given cat foods, cat bed and some toys for free.",1,4
3640,Dog,6,Mixed Breed,Female,Black,No Color,Medium,Medium,No,Yes,Healthy,0,"She is looking for a home. She is being taken care for by Vietnamese for four months now since she wiggle her self into their rented house when she was 2 months old and decided to stay there. She is now about 6 months old and spayed. Very cheerful and playful girl. She doesn't bark much. Can be a beautiful companion dog. She has medium hair and she is a medium size dog. So a landed house would be more preferable. Contact: Alexis/ Bayan Lepas, Penang. T & C apply",4,3
3641,Cat,1,Domestic Medium Hair,Male,Yellow,White,Medium,Medium,No,No,Healthy,0,"TACO the cat is around 1-2 months old. Rescued kitten, found inside a car's engine at a petrol station. Had a bath & groomed. VERY VERY manja, loving, gentle, calm, soft, potty-trained, well-behaved little boy. Very healthy. No injuries. No sickness. Still on wet food, he's still unable to eat huge pieces of dry food. FREE, you just have to come pick up and love the kitten. If you want me to send him for vaccination, deworm, flea medication and so on, do let me know. I will bring him to the vet, but you have to cover the cost. I won't charge extra.",5,1
3642,Dog,6,Mixed Breed,Male,Brown,Cream,Small,Short,Yes,No,Healthy,0,Contact Furry Friends Farm for more further info on adopting this cute and adorable puppy !,3,4
3643,Dog,1,Mixed Breed,Female,Golden,No Color,Medium,Short,No,No,Healthy,0,"She is a playful little pup, she likes to explore and she is very well behave.",1,3
3644,Dog,1,Mixed Breed,Female,Brown,White,Medium,Medium,Yes,No,Healthy,0,"Here are 2 puppies found from a factory, Please do inform me if you are interested, and also pls ask around if there are any of your friends that are interested. These puppies need a good home. Johnny Kong at",4,4
3645,Cat,3,Domestic Short Hair,Male,Black,No Color,Medium,Short,No,No,Healthy,0,Tam is a male kitten.love to mingle around human.love to be cuddle.kindly whatsapp or sms affi at If u are interested to adopt.pick up point is at caltex in front of sunway pyramid,2,2
3646,Cat,4,Domestic Short Hair,Male,Golden,White,Medium,Short,Yes,No,Healthy,0,"We were walking in the Georgetown city centre on a Friday night () and came across a poor little ginger kitten. It was malnourished and had a virus so bad that I initially thought it was abused. We offered it food and water but it was too weak to accept it. We knew that it would most likely die of hunger with the state it was in, so we brought it to the veterinary clinic. Since then we have nursed it back to health and brought it back to KL with us. What I have noticed that it is like no other streetcat I've seen before - friendly, cuddly, curious, supercool, overall a lovely character. You may have heard it all before but he is quite a special one! He is now fully recovered from his wounds. We have also dewormed and defleaed him, and his fur is purrfectly beautiful. We are now progressing him with the best vaccination possible. We need to leave the country within the next 2 weeks, so we urgently need to find him wonderful owners who will love him and take care of him. Ginger's hobbies are: football, hunting, extended naps with humans, cuddle big time, getting bellyrubs, and eating!",7,1
3647,Dog,2,Mixed Breed,Female,Black,White,Medium,Short,Yes,No,Healthy,0,"Cute, intelligent and well behave tuxedo coat puppy.She has a very unique blue eye. Should come and see her real life. She look better than in the picture. No tying or caging for long hours except for precautionary purposes. Commitment to spay her is compulsory Interested to adopt pls call Amy",8,3
3648,Cat,7,Calico,Female,Black,Yellow,Medium,Short,Yes,No,Healthy,0,Cat for adoption,11,1
3649,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,"Puppies are five week old and looking for good home and family that can love them and treat them as part of the family. They are still very young and need love, patients and attention , so must take care them well. Adoption conditions: 1) Adopter must be Malaysian 2) Puppy must be Neuter when puppy reach five month old. 3) They are not small size, they need a landed property to move around. 4) Give all the health and medical attention such as vaccination, deworming, tick lotion 5) Not for factory, workshop or farm use 6) During the stage of adoption, email or sent what app picture, so I can ensure they are adjustable well to her new environment. Pls call or what app to this no if interested:",1,2
3650,Cat,6,Domestic Short Hair,Female,Black,White,Medium,Short,Not Sure,Not Sure,Healthy,0,They have been caught by the university management.pls adopt them before they are sent to dbkl. Location: UIA Gombak Contact no,3,4
3651,Dog,24,Mixed Breed,Male,Brown,No Color,Small,Medium,Yes,No,Healthy,0,"Was found around Help College of Art and Technology, Fraser Business Park Kuala Lumpur on /. Owner can contact me at",5,3
3652,Cat,8,Domestic Medium Hair,Female,Brown,Yellow,Medium,Medium,Not Sure,Yes,Healthy,0,location: IIUM/UIA Gombak contact no:(call/text/whatsapp,3,4
3653,Cat,5,Tabby,Female,Black,Yellow,Large,Medium,No,No,Healthy,0,Theodore is simple yet so charming..i dunt have time to know her better because i have lots of cats..i need her to be adopted for this reason.,1,3
3654,Dog,120,Mixed Breed,Male,Brown,Golden,Medium,Medium,Not Sure,Not Sure,Minor Injury,0,"RESCUED MALE DOG UP FOR ADOPTION About the dog: 1. No ticks or fleas 2. Ears got slight puss. Medicine provided by vet. 3. Blind in 1 eye 4. He's roughly 10 years old. 5. Toilet trained 6. Cannot walk fast. Certainly cannot run. 7. His fur is Botak in certain places. 8. Very friendly. 9. Doesn't simply bark. I rescued him few days back thinking I can help him. But circumstances and finances are going against me and I only want the best for this chap. What the dog needs his someone who can give him some love and attention. Someone who can nurse him back to health. He needs to be kept loose (not tied, not in cage, not in play pen) - as he likes to takes small walks before ZzzzzzZzzz I'm hoping someone here is willing to adopt him. I will provide u with the medical tests once I have received them so u can follow up at your vet. I will provide you with the receipts + medicines. He comes with his own food and water bowl, collar, leash, 1 big bag of dog food and Malaseb.",1,4
3655,Dog,2,Doberman Pinscher,Female,Black,No Color,Large,Short,Yes,No,Healthy,600,"These are my close friend's puppies from the healthy and certified parents. There are seven of them but 6 of them found their home. Now only a female available. The pet shop is offering her rm which i don't agree to sell it to petshop. The poor puppy won't get enough attention at the pet shop. So, I'm here to help the adorable puppy find a good owner who cans spoil and give her lot of attention :) I won't be taking any money, i will forward the potential owner to my friend. My friend is not the breeder, the puppies' parents are their pet. So, the puppies doesn't own a cert, ear not crop (my friend thinks is too cruel to do it, which I totally agree) The puppy did deworm and 1st vaccinate. Write to me if any of you interested. The price should be negotiable.",3,2
3656,Dog,2,Mixed Breed,Female,Brown,Cream,Medium,Short,No,No,Healthy,0,"Bella is very cute and adorable. She loves human attention and very playful too. Future adopter must spay the puppy when she is 5 months old (we will come and check). No caging or chaining is allowed, puppy must be allowed to run freely in the house compound. Only serious adopters will be entertained.",3,1
3657,Dog,3,Mixed Breed,Male,Brown,Cream,Medium,Medium,Yes,Yes,Healthy,0,"Brothers Charlie B. and Snoopy was found running around beside a busy road, possibly another dumping case. Charlie B. was suffering from some minor injuries, vet suspected that he was hit by a motorcycle, luckily it was just surface scratches. He is currently under treatment and expected to recover soon. Despite being in pain, Charlie is very trusting and loves to be cuddled. The fairer brother Snoopy has been in good spirits since we took him in. Very playful and happy as a puppy should be. Both Charlie Brown and Snoopy will be ready for a true loving home soon, if you are patient with puppies and would love them as your family member, please contact: ",4,3
3658,Dog,2,Mixed Breed,Male,Brown,Cream,Medium,Short,Yes,Not Sure,Healthy,200,He's a happy little boy who hopes that his future owner will love him.,4,1
3659,Cat,2,Domestic Medium Hair,Female,Gray,No Color,Small,Medium,No,No,Healthy,0,Female kitten. Very loving,1,3
3660,Dog,2,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,0,"Max and his siblings were born on 22 August . Their mother was a stray dogs, but by the time she gave birth, we took them in, because the street is not safe for them. Now the puppies are ready for adoption, and Max, being the eldest, would become an alpha dog. He's active, playful, and fluffy :) If you're interested to adopt him, please call me. He only could stay in landed house.",2,1
3661,Cat,3,Domestic Short Hair,Female,Gray,No Color,Medium,Short,No,No,Healthy,0,3 months. Ready to go to new home.,1,0
3662,Cat,1,Tabby,Female,Brown,Golden,Medium,Short,No,No,Healthy,50,"A cute tabby kitten looking for new home. She is Golden Tabby Girl, about 1.5 months old now. She has thick, golden fur with remarkable brown stripes. She has beautiful, round, copper eyes & a cute bob-tail. She has de-flea and was de-wormed on 24th December . She is feeding on kibbles already, but sometimes we gave her wet food (canned fish) as treat. She is healthy, very active & playful. She loves to roll on the grass in the garden. She is toilet (potty) trained & is ready to go at anytime. *RM 50 adoption fee would be paid to Cat Charity Club (CCC) for rescuing other stray cats. *Another RM neutering / spaying deposit would be fully refundable once the surgery is done. Anyone interested, please call .",7,1
3663,Cat,5,Silver,Female,Black,Yellow,Small,Short,Yes,Yes,Healthy,0,"Scare of strangers, but once she gets to know you and close to you, she can be a spoil cat that every time whenever she sees you, she will lay down on the floor, the innocent look is waiting for your sweet tickling.",3,4
3664,Cat,24,Calico,Female,Golden,Gray,Small,Short,Yes,Yes,Healthy,50,"California showed up at my front porch in June but my cat-owning neighbours do not know who she belongs to so she's likely dumped. As a result, I decided to spay her and rehome her since she's still young. - She has no tail deformity unlike most other domestic cats. - She was dewormed by a vet on 20 June . - She has been applied with Revolution on 5 August to protect her against ticks, fleas, ear mites, heartworms & intestinal worms for a month. - Her weight is 4.15 kg as at 7 August , a gain of 0.65kg since 10 July . - I'm feeding her with premium dry cat kibbles. - She can drink water from a bowl which is cleaned and refilled twice a day to condition the cat to only take fresh water as outside contaminated water can damage her health and shorten her life. - She's toilet-trained to use the litter box and I'm using pine litter which is good for her (& human's) health and the environment. - Her poop is solid which is a good indication of good bowel health as well as her overall health. - She has been spayed on 28 June at a cost of RM. - She has been vaccinated on 10 July at a cost of RM50. - Booster vaccination and deworming on 7 August at a cost of RM68. The adopter must agree to the following conditions: 1) The adopter must be a Malaysian. 2) The cat must be kept indoors at all times. 3) Vaccinate her yearly to protect against diseases. 4) Apply spot-on medication (Revolution recommended) monthly to protect against ticks/fleas/ear mites/intestinal worms/heartworms. 5) The RM50 adoption fee must be paid in full as it will only partially cover the RM spaying, vaccination & deworming costs which I'm subsidising. Your adoption fee will help the next needy furkid. If you're interested to adopt California, please sent a message (via petfinder.my) and please share about yourself (Malaysian/expatriate? Working/student?), your place (eg If renting, landlord allows pets? If living with family/friends, do they agree to pets?) and your cat ownership experience. Please don't just provide a phone number because I won't call/sms and prefer to correspond by e-mail first.",13,3
3665,Dog,18,Munsterlander,Male,Cream,White,Large,Medium,No,No,Healthy,0,"I met Ah Kao in an organic farm. The farm throws him away. We rescued him n brought him back. He is a handsome, lovely, active and familiar with human dog. He likes to jump, he can jump high. He is quite suitable to guide the farm. （remind: I do not know what is the breed of Ah Kao, i think he is a hybrid dog ）",3,2
3666,Cat,3,Oriental Long Hair,Female,Black,Brown,Medium,Long,Not Sure,Not Sure,Healthy,0,"Lost little kitten found infront of my stairways to my condo unit. Probably becasue i have 11 kittens, thus the smell of my cats and the food lead her here. She's lovely, very manja.. Attach, well-trained, and having flu now. I suppose this is due to heavy rain and thunderstorm yesterday. Probably due to that also, she lost way home. I am trying to locate her owner and will at the same time look for any takers that would kindly adopt her. She's sleeping now on my working table, while im doing my job.. she's snoring here.. Pity you little angel..",3,1
3667,Dog,1,Labrador Retriever,Female,Black,Brown,Medium,Short,No,No,Healthy,0,"Dada is a cute puppy that was born on the 9 of July , during the World Cup Season. She has been meticulously taken care of and given the best dog food so far. I am absolutely certain that if you choose to adopt Dada, surely she will add colour to your life and she will also be a good guard dog.",4,1
3668,Dog,15,Boxer,Male,Black,Brown,Large,Short,Yes,No,Healthy,0,Dog for adoption,1,2
3669,Dog,8,Jack Russell Terrier,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,Angelina is very playful and active. Pls call for more details.,8,3
3670,Dog,60,Pekingese,Female,Brown,Golden,Small,Medium,Yes,No,Healthy,0,"Dear Friends, I am forced to give up my loving ginger due to the deterioration of my personal health. Ginger has been living me and my wife for the past 6 years and has been the glow in our Family. I hope to be able to find a respectable family to provide a home to my loving dog. She is very well toilet trained and all business is only done in her cage. She is only fed dog biscuits ie Royal Canine. Very low maintenance dog, shedding has never been an issue for us. Loves human attention more than canine attention. Perfect with children and senior citizens. Manageable size and almost non existent shedding of fur due to the supplements that we are feeding her for her coat. Please contact my wife at for further details. We are based in Bandar Utama, PJ. Thank you",5,2
3671,Dog,96,Miniature Pinscher,Male,Brown,No Color,Small,Short,Yes,No,Healthy,100,Sport was bought from a pet shop and is my daughter's pet. She has looked after it for the past 8 years as part of the family. Now she is reluctantly giving it up for adoption as we are going to migrate and we are concerned that Sport will not be able to handle the isolation in quarantine.,2,2
3672,Cat,12,Calico,Female,Yellow,Gray,Medium,Short,Yes,Yes,Healthy,0,"Sweet, adorable, playful Katy Purry was rescued from a terrible situation, but now her life has turned around and she's the happiest, most fun-loving girl in town. She's a total star. She's: - Soft as silk - Incredibly friendly, playful and sweet with people and other cats - A great dancer when she's playing with toys - Spayed, vaccinated and super healthy - And she's got the biggest purr on earth She's also totally toothless. She had a rare medical condition that required all her teeth to be extracted, but now she's cured and is all smiles. Katy Purry can eat kibble just fine, too. She's a burst of sunshine and happiness who will light up your home. :-) Katy is located in Penang - please message or email me to come and meet this sweet, wonderful girl.",5,3
3673,Cat,3,Domestic Short Hair,Male,Black,White,Medium,Short,No,No,Healthy,0,"Swagger is a bright, confident little kitten looking for a loving active family to take him to their hearts. He was picked up at a local mamak restaurant, where he had been dumped by a family. When I took him in, Swagger was skinny, dull and just wanted to sleep all the time, but with lots of food and lots of love he has blossomed into a playful affectionate kitten! Swagger loves his tin-foil ball, his mouse toy and a little bit of gentle wrestling. He also really loves his food and bowl of milk. A curious and adventurous animal, he loves exploring the world around him, but in the evening when he's exhausted he also likes to sleep on laps. When he gets excited, his beautiful long tail fluffs up like a mini Christmas tree. He likes to be scratched under the chin, and especially loves to have someone rub his white furry tummy. A great purrer, Swagger is also an accomplished kisser of noses. Swagger is toilet trained, clean, a good eater and a pleasant, well-mannered kitten, suitable for children and adults. Update May : Dear little Swagger got adopted on Mother's Day and was taken away to his forever home. Good luck, happy kitten!",14,2
3674,Cat,5,Domestic Medium Hair,Female,Golden,White,Medium,Medium,No,No,Healthy,150,"Cheezie is a very cute,adorable,clever&active kitten. She has different eye colour,blue and orange! Her skin is so special jz look like Bengal! She like to play&eat the most..wat u give to her,she wil discover it and play wit it happily.. Cheezie really need love and a sweet home for her.. im sorry that cant take good care her anymore coz im study in penang,no time take good care and showing love to her.. since she still a kitten,she deserve a better home..if u really like her,please adopt her home with LOVE~^^ adoption fee is nego. to serious ppl & is come with food bowl,purina supercoat kitten dry food,kitten shampoo& her favourite toys. *im nt selling her,need 2 pay so u wil Cherish& LOVE her..thanks for the view.. 1st come 1st serve call or sms me as fast as possible Mr.Tan",5,4
3675,Dog,2,Mixed Breed,Male,Brown,Golden,Medium,Short,No,No,Healthy,0,Milo Brown were both rescued together with his sibling when they fell into the drain near the water tower in Pandan Shamelin area. Adorable and playful. Requirement for adoption 1) Adopter must be a dog lover and has intention to provide a forever home to this lovable pup. 2) No long term caging or tied to leash 3) To be kept in house and NOT for factory or commercial area as guard dog. 4) Provide the necessary medical attention Potential adopter can view before deciding.,2,2
3676,Cat,2,Domestic Short Hair,Male,Brown,White,Small,Short,Not Sure,Yes,Healthy,0,Cute little one im found it at taman sentosa roadside on raining day . It close with people can eat biscuit cat healthy kitten hope any kindheart people can adopt it .😀interest pls watapps yah,3,2
3677,Cat,5,Domestic Short Hair,Female,Black,Gray,Medium,Short,No,No,Healthy,0,"Found at Coffee Shop. Not allowed into coffee shop Happy bouncy girl Bathed daily by cleaner lady Bathed with waterless bath after that Dewormed 20  4 months of age To be vaccinated 2-3x, then neutered before adoption which is estimated around Oct-Nov Whatsapp if u want to donate to her or other stray rescue costs.",2,3
3678,Dog,3,Belgian Shepherd Malinois,Male,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,Lovely and intelligent puppy looking for a forever home. If u are intetested to adopt pls contact Rachel,3,2
3679,Dog,12,Mixed Breed,Female,Cream,No Color,Small,Short,Yes,No,Healthy,0,"Melody, Mel-D (short) is the mother of the 8 puppies that have been successfully adopted thru 'petfinders.com. Please help me to help Mel-D to find a home. Latest update as at October , Melody is now placed at SPCA for her own safety before something bad happens to her, as she is constantly chased away with sticks and iron rod, naughty children are throwing stones at her. Melody is being vacinated and checked by Dr Lim at SPCA, she is found to be less than a year old. She is happy,healthy and a active dog.",2,4
3680,Cat,17,Domestic Long Hair,Female,Black,No Color,Medium,Long,Yes,No,Healthy,0,"Aktif, manja & sweet..",5,1
3681,Cat,9,Domestic Short Hair,Female,Yellow,No Color,Medium,Short,Not Sure,Not Sure,Minor Injury,0,"the cat is a stray cat and i found it at my home's parking lot. one of it leg has a serious injury as it is crushed due to the accident. i had bought it to the vet and the leg had been amputated so, it live with three legs now. So, i hope that anyone could adopt this cat as she need care and good condition of shelter for it to fully recover. i cant keep it at my house because there's a regulation that pets are not allowed in my housing area",3,4
3682,Dog,1,Mixed Breed,Male,Black,No Color,Medium,Medium,No,No,Healthy,0,For Adoption,3,2
3683,Cat,4,Domestic Short Hair,Female,Brown,Gray,Small,Short,No,No,Healthy,0,-Active -Healthy -Indoor cat -Litter box trained,4,3
3684,Dog,3,Mixed Breed,Female,Black,Brown,Medium,Medium,Yes,No,Healthy,0,"Jumpy, as the name indicated, is a superb active female dog around 3.5 months. That's why most of the pictures are blur cos she won't sit still:p she is a brave puppy who living on its own since her bro was taken. I m looking for any kind soul who willing to shower her with love. Treat her good and she will do the same to you:)",5,2
3685,Dog,3,Mixed Breed,Female,Brown,No Color,Small,Short,Not Sure,Not Sure,Healthy,0,"I found it in the drain and i guess it is just 2 months old. When i took it back, it was sick so i brought it to the veterinarian and now it recovered. It is very active and cute. Actually i'm not sure with the breed type.",1,2
3686,Dog,5,Jack Russell Terrier,Female,Black,Brown,Medium,Short,Not Sure,No,Healthy,0,"I am currently fostering Clowy, she is a very loving and loyal dog and she is train quite well. She gets along great with people and my 3 cats. She dose good indoors and outdoors. she loves too play, she's a pleasure to have around. Urgently looking for a good loving home / foster home.",5,1
3687,Dog,3,Mixed Breed,Male,Yellow,Cream,Medium,Short,Yes,No,Healthy,100,Samy is an quiet dog. Just likes to observe and loves a nice hug sometimes.,1,4
3688,Dog,2,Mixed Breed,Female,Black,Brown,Medium,Medium,No,No,Healthy,0,"went to teluk kumba kuanthai restaurant saw this female puppies alone by the beach.. Adopters must vaccinate, spay and keep puppy indoors/fenced Call/WhatsApp: Address: teluk kumba",2,2
3689,Dog,4,Mixed Breed,Female,Brown,No Color,Large,Medium,Not Sure,No,Healthy,0,"somebody left her in front of my door step when she was 2 week old, so i decided to take care of her. now she 4 months old, very active & love to the owner, toilet trained, friendly, never bark for unecessary, very good dog for guard house & family. i put her on cage everyday, let she out from cage twice a day, morning & night for poo & pee, she never poo & pee in the cage or floor she always find grass or place far away from house to poo & pee. i love her so much, but i stay at hostel they dun allowed dog in the hostel :( today is my last day with BELLA :( i will reward RM50 cash for those who willing to adopt my dog. i will give all related my dog : big cage, kibbles, canned food, vitamin, shampoo, bone snack, etc pls contact me ASAP for collect the dog my location at Bt.14 Hulu Langat will upload clearer pic later",2,4
3690,Dog,2,Border Collie,Female,Black,White,Medium,Long,Yes,Yes,Healthy,0,Looking for good home...,1,4
3691,Dog,2,Mixed Breed,Male,Brown,No Color,Medium,Medium,Yes,No,Healthy,0,A real chubby and cute boy up for adoption. He was rescued in front of ISKL. He was playing with his brothers and sisters. Please open your hearts out to him. Please call immediately. A must view .,1,2
3692,Dog,7,Siberian Husky,Female,Gray,White,Large,Medium,Yes,No,Healthy,1000,"She is pure breed Siberian husky. Born at July . She has beautiful blue eye. Character is very gentle. Never bark or be aggressive. Her owner had to move from previous house and new place not allows dog. So we foster her for few month. I love her so much. But she requires more exercise than I can give. (Currently I walk her 1hour/day) and our house has no garden but only balcony. I feel that we better find suitable home ( experienced dog lover with enough time and space) and current owner also agreed on this. Anybody interested, please contact.",5,2
3693,Dog,12,Chihuahua,Female,Black,Golden,Small,Short,Not Sure,Not Sure,Healthy,0,"Found this dog lost and wandering around kepong area. pls call if this is your dog or you know someone who is the owner of this dog. Otherwise, this dog will be placed for adoption",2,3
3694,Dog,1,Mixed Breed,Female,Brown,Golden,Medium,Short,No,No,Healthy,150,1 mix breed (female) 1 month old puppy to be adopted urgently as I have already have 2 adult dogs with me. Call me at. Thank you.,1,2
3695,Cat,14,Domestic Short Hair,Female,Brown,White,Medium,Short,Yes,Yes,Healthy,0,"Snowy is a very loving, playful and active cat. She can eat both dry or wet food and also litter box trained. We just need someone to take a good care of her and give her love and affection. We love her very much but we just dont have the time and money to keep her anymore because we are busy taking care of our newborn baby.",3,4
3696,Dog,4,Labrador Retriever,Male,Golden,Yellow,Medium,Short,Yes,No,Healthy,0,"Introducing handsome little Borhan! ♦ Male puppy, around 4 months old. Has big ears and a droopy face - after checking him, vets suggested a mix of some Labrador genes. ♦ Very friendly boy and fast learner. Eager to do anything for treats! If you're looking for a lap-dog - he's the perfect candidate. Has no regard for his (still growing) size and lays down on human laps right to sleep. ♦ Perfectly fine in the company of people/crowds and other dogs. He loves his kibble and the occasional canned food (not at all fussy about what he's fed). ♦ Playful but not hyper. He does not bark unnecessarily (unless strangers approach gate). Borhan will go ""potty"" in the garden or grass patches only (% success). Never messes up his sleep/play area. ♦ Healthy boy, already de-wormed and vaccinated. Currently too young for neutering. Please drop me an email or SMS/WhatsApp if interested. Details about your past experience with dogs and puppies will be much appreciated. Thank you!",7,2
3697,Dog,18,Corgi,Male,Cream,No Color,Medium,Medium,Yes,Yes,Healthy,200,We have over fifty gorgeous rescued dogs available for adoption at our rehabilitation centre in Bandar Makhota Cheras. We are looking for loving homes that can offer: *a clean environment with no cages or chains *regular exercise and affection *adequate nutrition and healthcare All adoptions require a house-check before being finalised. www.klpoochrescue.org,2,2
3698,Dog,2,Mixed Breed,Female,Golden,No Color,Medium,Short,Yes,No,Healthy,0,These puppies are rescued in Sungai Long . They need a forever loving home . Please give them a chance =),1,4
3699,Cat,15,Tabby,Male,Yellow,White,Medium,Short,Yes,No,Healthy,0,Simba loves to be patted and likes to roam freely in the house. Would suit new owner who let cats into the house.,3,4
3700,Dog,4,Mixed Breed,Female,Brown,Golden,Medium,Short,Yes,No,Healthy,0,"Angel looks like a mixed breed of Pinscher, 4mth old , cute lovely active and will be a good guard dog and companion. Call slim hp",2,2
3701,Dog,27,Mixed Breed,Female,Brown,Yellow,Medium,Short,Yes,No,Healthy,0,"Hello, this is Vanilla, she is a pup of my pet dog. we gave her to her current owner since she was three months old. Unfortunately, now the owner can no longer take care of her due to family issue. So we need to find her another owner. She is loving, cute and active. Please take her in if you consider to breed a dog as she can be good companion and gate watcher. Vanilla is in need a permanent home, if anyone interested please let me know on.",7,2
3702,Cat,19,Domestic Medium Hair,Female,Black,White,Medium,Medium,Yes,Yes,Healthy,150,"I found this cat and she was really frail,so i took her home and nurtured her to her now healthy form.But my dad being a typical chinese who isnt fond of cats want her out asap.Its either to the street or an adopter soon. It's spayed and vaccinated.She's one very affectionate and friendly.If you're looking for a loving companion, Anya is definitely the best pet for you. She's currently on Brit Care Indoor kibbles and on occasional home cooked wet food.If you are adopting her , i'll include her usual food,litter tray and her usual stuffs.",2,4
3703,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Medium,No,No,Healthy,0,"Name: AS-Puppy-10 Age: 1 month Gender: Female Breed: Mixed/Mongrel For adoption, please contact April at.",1,2
3704,Dog,12,Mixed Breed,Female,Brown,Cream,Medium,Medium,Not Sure,Not Sure,Minor Injury,0,We are students from INTI IU Nilai and we found this dog which had been abundant by her previous owner. We are looking for the one who is willing to give her a home. She is very kind and quite. Please contact me ASAP as the shelters are not accepting her.,3,4
3705,Dog,1,Mixed Breed,Male,Black,Brown,Medium,Short,No,No,Healthy,20,The adoption fee is fund for their mum' neutered bill. Thanks,5,2
3706,Dog,8,Mixed Breed,Female,Yellow,Cream,Medium,Medium,Yes,No,Healthy,0,"This poor girl was left at the vet by her owner. Now she is looking for a good home. She is a very friendly, active and loving dog. Lester Jenny Will you adopt her? ================================================== Adopters are required to vaccinate and neuter them. ==================================================",3,4
3707,Cat,24,Domestic Short Hair,Male,Gray,White,Medium,Short,Yes,Yes,Healthy,0,This cat belongs to my friend which he can't no longer keep as the owner of the place don't allow him to keep it anymore.,5,2
3708,Dog,1,Mixed Breed,Female,Brown,No Color,Medium,Short,No,No,Healthy,0,Puppy rescued as they were found abandoned in the market. needs an urgent loving home.,1,3
